Backend,Circuit,Execution Time (s)_2.4.2,Execution Time (s)_2.5.2,Execution Time (s)_Abs_Delta,Execution Time (s)_%_Change,Total Gates_2.4.2,Total Gates_2.5.2,Total Gates_Abs_Delta,Total Gates_%_Change,2Q Gate Count_2.4.2,2Q Gate Count_2.5.2,2Q Gate Count_Abs_Delta,2Q Gate Count_%_Change,Total Depth_2.4.2,Total Depth_2.5.2,Total Depth_Abs_Delta,Total Depth_%_Change,2Q Depth_2.4.2,2Q Depth_2.5.2,2Q Depth_Abs_Delta,2Q Depth_%_Change,Successful_Runs_2.4.2,Successful_Runs_2.5.2,Successful_Runs_Abs_Delta
Nighthawk_120Q,cc_n64.qasm,8.77,1.88,-6.89,-78.56,1062.8,1299.1,236.3,22.23,225.7,279.3,53.6,23.75,534.5,764.5,230.0,43.03,175.9,256.9,81.0,46.05,10,10,0
Nighthawk_120Q,deutsch_n2.qasm,0.01,0.01,0.0,0.0,12.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,10,10,0
Nighthawk_120Q,dnn_n16.qasm,0.28,0.27,-0.01,-3.57,1016.0,1006.0,-10.0,-0.98,128.0,128.0,0.0,0.0,80.0,80.0,0.0,0.0,16.0,16.0,0.0,0.0,10,10,0
Nighthawk_120Q,dnn_n2.qasm,0.01,0.01,0.0,0.0,34.0,34.0,0.0,0.0,3.0,3.0,0.0,0.0,20.0,20.0,0.0,0.0,3.0,3.0,0.0,0.0,10,10,0
Nighthawk_120Q,dnn_n33.qasm,0.8,0.09,-0.71,-88.75,1461.4,1505.2,43.8,3.0,278.3,303.7,25.4,9.13,486.4,489.6,3.2,0.66,153.1,161.4,8.3,5.42,10,10,0
Nighthawk_120Q,dnn_n51.qasm,1.98,0.15,-1.83,-92.42,2442.9,2552.3,109.4,4.48,476.1,528.6,52.5,11.03,783.9,800.7,16.8,2.14,248.7,268.0,19.3,7.76,10,10,0
Nighthawk_120Q,dnn_n8.qasm,0.05,0.04,-0.01,-20.0,508.0,506.0,-2.0,-0.39,64.0,64.0,0.0,0.0,80.0,80.0,0.0,0.0,16.0,16.0,0.0,0.0,10,10,0
Nighthawk_120Q,error_correctiond3_n5.qasm,0.02,0.01,-0.01,-50.0,157.0,156.0,-1.0,-0.64,38.0,38.0,0.0,0.0,95.0,97.0,2.0,2.11,34.0,34.0,0.0,0.0,10,10,0
Nighthawk_120Q,fredkin_n3.qasm,0.02,0.01,-0.01,-50.0,64.2,63.9,-0.3,-0.47,13.2,13.4,0.2,1.52,39.7,39.2,-0.5,-1.26,13.1,13.4,0.3,2.29,10,10,0
Nighthawk_120Q,gcm_h6.qasm,0.15,0.08,-0.07,-46.67,4450.9,4014.6,-436.3,-9.8,897.1,790.8,-106.3,-11.85,2781.6,2498.6,-283.0,-10.17,835.8,733.9,-101.9,-12.19,10,10,0
Nighthawk_120Q,ghz_n40.qasm,0.33,0.32,-0.01,-3.03,278.0,278.0,0.0,0.0,39.0,39.0,0.0,0.0,121.0,121.0,0.0,0.0,39.0,39.0,0.0,0.0,10,10,0
Nighthawk_120Q,ghz_n78.qasm,0.35,0.34,-0.01,-2.86,544.0,544.0,0.0,0.0,77.0,77.0,0.0,0.0,235.0,235.0,0.0,0.0,77.0,77.0,0.0,0.0,10,10,0
Nighthawk_120Q,ghz_state_n23.qasm,0.33,0.32,-0.01,-3.03,159.0,159.0,0.0,0.0,22.0,22.0,0.0,0.0,70.0,70.0,0.0,0.0,22.0,22.0,0.0,0.0,10,10,0
Nighthawk_120Q,grover_n2.qasm,0.01,0.01,0.0,0.0,14.0,14.0,0.0,0.0,2.0,2.0,0.0,0.0,10.0,10.0,0.0,0.0,2.0,2.0,0.0,0.0,10,10,0
Nighthawk_120Q,hs4_n4.qasm,0.01,0.01,0.0,0.0,28.0,30.0,2.0,7.14,4.0,4.0,0.0,0.0,9.0,10.0,1.0,11.11,2.0,2.0,0.0,0.0,10,10,0
Nighthawk_120Q,inverseqft_n4.qasm,0.01,0.01,0.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,,22.0,22.0,0.0,0.0,0.0,0.0,0.0,,10,10,0
Nighthawk_120Q,ipea_n2.qasm,0.03,0.03,0.0,0.0,64.0,64.0,0.0,0.0,5.0,5.0,0.0,0.0,53.0,53.0,0.0,0.0,5.0,5.0,0.0,0.0,10,10,0
Nighthawk_120Q,ising_n10.qasm,0.07,0.06,-0.01,-14.29,610.0,510.0,-100.0,-16.39,90.0,90.0,0.0,0.0,96.0,93.0,-3.0,-3.12,20.0,20.0,0.0,0.0,10,10,0
Nighthawk_120Q,ising_n26.qasm,0.35,0.32,-0.03,-8.57,352.0,323.0,-29.0,-8.24,50.0,50.0,0.0,0.0,22.0,21.0,-1.0,-4.55,4.0,4.0,0.0,0.0,10,10,0
Nighthawk_120Q,ising_n34.qasm,0.32,0.3,-0.02,-6.25,466.0,434.0,-32.0,-6.87,66.0,66.0,0.0,0.0,22.0,21.0,-1.0,-4.55,4.0,4.0,0.0,0.0,10,10,0
Nighthawk_120Q,ising_n42.qasm,0.39,0.33,-0.06,-15.38,582.0,533.0,-49.0,-8.42,82.0,82.0,0.0,0.0,22.0,21.0,-1.0,-4.55,4.0,4.0,0.0,0.0,10,10,0
Nighthawk_120Q,ising_n66.qasm,0.39,0.33,-0.06,-15.38,910.0,838.0,-72.0,-7.91,130.0,130.0,0.0,0.0,22.0,21.0,-1.0,-4.55,4.0,4.0,0.0,0.0,10,10,0
Nighthawk_120Q,ising_n98.qasm,0.33,0.29,-0.04,-12.12,1340.0,1250.0,-90.0,-6.72,194.0,194.0,0.0,0.0,22.0,21.0,-1.0,-4.55,4.0,4.0,0.0,0.0,10,10,0
Nighthawk_120Q,iswap_n2.qasm,0.01,0.01,0.0,0.0,15.0,15.0,0.0,0.0,2.0,2.0,0.0,0.0,9.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,10,10,0
Nighthawk_120Q,knn_n25.qasm,0.86,0.11,-0.75,-87.21,608.4,721.4,113.0,18.57,136.2,165.2,29.0,21.29,348.2,374.8,26.6,7.64,111.2,129.9,18.7,16.82,10,10,0
Nighthawk_120Q,knn_n31.qasm,3.51,1.01,-2.5,-71.23,802.4,968.1,165.7,20.65,178.3,229.9,51.6,28.94,434.6,510.9,76.3,17.56,139.6,181.7,42.1,30.16,10,10,0
Nighthawk_120Q,knn_n41.qasm,7.99,2.36,-5.63,-70.46,1092.2,1287.8,195.6,17.91,242.5,304.9,62.4,25.73,592.0,660.6,68.6,11.59,189.8,231.1,41.3,21.76,10,10,0
Nighthawk_120Q,knn_n67.qasm,4.33,0.2,-4.13,-95.38,1959.4,2330.4,371.0,18.93,441.4,569.7,128.3,29.07,1028.1,1155.1,127.0,12.35,332.7,416.6,83.9,25.22,10,10,0
Nighthawk_120Q,linearsolver_n3.qasm,0.01,0.01,0.0,0.0,31.0,31.0,0.0,0.0,4.0,4.0,0.0,0.0,18.0,18.0,0.0,0.0,4.0,4.0,0.0,0.0,10,10,0
Nighthawk_120Q,lpn_n5.qasm,0.01,0.01,0.0,0.0,20.0,20.0,0.0,0.0,2.0,2.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,10,10,0
Nighthawk_120Q,multiplier_n15.qasm,0.06,0.03,-0.03,-50.0,1772.3,1632.8,-139.5,-7.87,401.4,389.8,-11.6,-2.89,814.2,752.1,-62.1,-7.63,249.3,237.2,-12.1,-4.85,10,10,0
Nighthawk_120Q,multiplier_n45.qasm,0.62,0.21,-0.41,-66.13,22003.2,19903.1,-2100.1,-9.54,5034.5,5115.5,81.0,1.61,8797.0,7735.6,-1061.4,-12.07,2680.6,2606.1,-74.5,-2.78,10,10,0
Nighthawk_120Q,multiplier_n75.qasm,2.0,0.61,-1.39,-69.5,67466.4,60157.8,-7308.6,-10.83,15446.2,15780.5,334.3,2.16,25908.2,22452.0,-3456.2,-13.34,7965.9,7719.7,-246.2,-3.09,10,10,0
Nighthawk_120Q,multiply_n13.qasm,0.04,0.02,-0.02,-50.0,299.0,305.6,6.6,2.21,65.4,69.1,3.7,5.66,157.7,151.8,-5.9,-3.74,46.1,47.5,1.4,3.04,10,10,0
Nighthawk_120Q,pea_n5.qasm,0.03,0.02,-0.01,-33.33,127.3,126.3,-1.0,-0.79,25.4,25.8,0.4,1.57,86.2,84.3,-1.9,-2.2,24.6,25.4,0.8,3.25,10,10,0
Nighthawk_120Q,qaoa_n3.qasm,0.01,0.01,0.0,0.0,57.1,48.4,-8.7,-15.24,8.6,8.4,-0.2,-2.33,35.9,34.3,-1.6,-4.46,8.5,8.4,-0.1,-1.18,10,10,0
Nighthawk_120Q,qaoa_n6.qasm,0.02,0.01,-0.01,-50.0,335.5,332.4,-3.1,-0.92,52.6,51.4,-1.2,-2.28,145.2,142.0,-3.2,-2.2,38.2,36.7,-1.5,-3.93,10,10,0
Nighthawk_120Q,qec9xz_n17.qasm,0.04,0.03,-0.01,-25.0,268.1,296.5,28.4,10.59,61.9,67.8,5.9,9.53,74.6,82.3,7.7,10.32,30.9,33.8,2.9,9.39,10,10,0
Nighthawk_120Q,qec_en_n5.qasm,0.01,0.01,0.0,0.0,55.8,46.0,-9.8,-17.56,10.0,10.0,0.0,0.0,31.1,23.0,-8.1,-26.05,10.0,10.0,0.0,0.0,10,10,0
Nighthawk_120Q,qec_sm_n5.qasm,0.01,0.01,0.0,0.0,24.0,24.0,0.0,0.0,4.0,4.0,0.0,0.0,14.0,14.0,0.0,0.0,4.0,4.0,0.0,0.0,10,10,0
Nighthawk_120Q,qf21_n15.qasm,0.04,0.03,-0.01,-25.0,941.2,887.5,-53.7,-5.71,203.8,191.1,-12.7,-6.23,554.8,522.5,-32.3,-5.82,178.9,170.9,-8.0,-4.47,10,10,0
Nighthawk_120Q,qft_n18.qasm,0.07,0.04,-0.03,-42.86,2077.6,2140.6,63.0,3.03,463.0,490.2,27.2,5.87,469.4,579.6,110.2,23.48,149.8,189.4,39.6,26.44,10,10,0
Nighthawk_120Q,qft_n29.qasm,0.15,0.08,-0.07,-46.67,5480.3,5162.7,-317.6,-5.8,1316.1,1242.9,-73.2,-5.56,1272.8,1258.2,-14.6,-1.15,429.3,429.4,0.1,0.02,10,10,0
Nighthawk_120Q,qft_n4.qasm,0.01,0.01,0.0,0.0,88.7,82.2,-6.5,-7.33,17.6,17.6,0.0,0.0,58.7,55.4,-3.3,-5.62,16.6,17.0,0.4,2.41,10,10,0
Nighthawk_120Q,qft_n63.qasm,0.45,0.2,-0.25,-55.56,16870.8,15396.8,-1474.0,-8.74,4055.6,3826.1,-229.5,-5.66,3387.3,3155.4,-231.9,-6.85,1157.0,1113.1,-43.9,-3.79,10,10,0
Nighthawk_120Q,qpe_n9.qasm,0.02,0.02,0.0,0.0,350.2,326.3,-23.9,-6.82,68.9,64.1,-4.8,-6.97,219.0,196.8,-22.2,-10.14,64.7,59.2,-5.5,-8.5,10,10,0
Nighthawk_120Q,qram_n20.qasm,0.04,0.03,-0.01,-25.0,1042.1,1043.8,1.7,0.16,232.0,248.0,16.0,6.9,484.4,491.8,7.4,1.53,149.7,158.7,9.0,6.01,10,10,0
Nighthawk_120Q,qrng_n4.qasm,0.01,0.01,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,,4.0,4.0,0.0,0.0,0.0,0.0,0.0,,10,10,0
Nighthawk_120Q,quantumwalks_n2.qasm,0.01,0.01,0.0,0.0,35.0,35.0,0.0,0.0,3.0,3.0,0.0,0.0,22.0,22.0,0.0,0.0,3.0,3.0,0.0,0.0,10,10,0
Nighthawk_120Q,qugan_n39.qasm,0.47,0.09,-0.38,-80.85,1829.0,1966.1,137.1,7.5,349.4,402.9,53.5,15.31,596.8,633.4,36.6,6.13,183.9,205.9,22.0,11.96,10,10,0
Nighthawk_120Q,qugan_n71.qasm,0.29,0.13,-0.16,-55.17,3631.9,3996.4,364.5,10.04,715.9,836.5,120.6,16.85,1077.3,1198.7,121.4,11.27,339.4,391.5,52.1,15.35,10,10,0
Nighthawk_120Q,sat_n11.qasm,0.06,0.03,-0.03,-50.0,1901.7,1819.8,-81.9,-4.31,424.2,416.4,-7.8,-1.84,1096.4,1108.4,12.0,1.09,298.1,321.0,22.9,7.68,10,10,0
Nighthawk_120Q,sat_n7.qasm,0.02,0.02,0.0,0.0,463.5,441.5,-22.0,-4.75,103.7,95.6,-8.1,-7.81,277.6,270.3,-7.3,-2.63,86.6,78.3,-8.3,-9.58,10,10,0
Nighthawk_120Q,seca_n11.qasm,0.03,0.03,0.0,0.0,555.0,538.1,-16.9,-3.05,127.9,121.0,-6.9,-5.39,208.0,211.1,3.1,1.49,67.0,68.1,1.1,1.64,10,10,0
Nighthawk_120Q,shor_n5.qasm,0.03,0.02,-0.01,-33.33,200.8,203.3,2.5,1.25,42.2,42.0,-0.2,-0.47,130.5,136.8,6.3,4.83,39.3,41.0,1.7,4.33,10,10,0
Nighthawk_120Q,simon_n6.qasm,0.02,0.01,-0.01,-50.0,122.8,120.9,-1.9,-1.55,21.4,21.3,-0.1,-0.47,76.2,73.3,-2.9,-3.81,20.8,20.6,-0.2,-0.96,10,10,0
Nighthawk_120Q,square_root_n18.qasm,0.21,0.08,-0.13,-61.9,7717.7,8034.1,316.4,4.1,1801.2,1904.7,103.5,5.75,3955.7,4086.8,131.1,3.31,1192.7,1266.4,73.7,6.18,10,10,0
Nighthawk_120Q,swap_test_n25.qasm,0.89,0.11,-0.78,-87.64,656.1,756.8,100.7,15.35,136.2,165.2,29.0,21.29,349.8,376.8,27.0,7.72,111.2,129.9,18.7,16.82,10,10,0
Nighthawk_120Q,swap_test_n41.qasm,8.15,2.38,-5.77,-70.8,1170.3,1339.2,168.9,14.43,242.5,304.9,62.4,25.73,593.6,662.4,68.8,11.59,189.8,231.1,41.3,21.76,10,10,0
Nighthawk_120Q,swap_test_n83.qasm,4.22,0.16,-4.06,-96.21,2689.4,2992.6,303.2,11.27,570.7,701.7,131.0,22.95,1313.3,1402.3,89.0,6.78,421.5,499.5,78.0,18.51,10,10,0
Nighthawk_120Q,teleportation_n3.qasm,0.01,0.01,0.0,0.0,20.0,20.0,0.0,0.0,2.0,2.0,0.0,0.0,9.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,10,10,0
Nighthawk_120Q,toffoli_n3.qasm,0.01,0.02,0.01,100.0,42.2,41.3,-0.9,-2.13,8.2,8.4,0.2,2.44,32.3,31.8,-0.5,-1.55,8.2,8.4,0.2,2.44,10,10,0
Nighthawk_120Q,variational_n4.qasm,0.01,0.01,0.0,0.0,80.0,80.0,0.0,0.0,8.0,8.0,0.0,0.0,32.0,32.0,0.0,0.0,6.0,6.0,0.0,0.0,10,10,0
Nighthawk_120Q,vqe_n4.qasm,0.01,0.01,0.0,0.0,93.0,93.0,0.0,0.0,9.0,9.0,0.0,0.0,33.0,33.0,0.0,0.0,7.0,7.0,0.0,0.0,10,10,0
Nighthawk_120Q,wstate_n27.qasm,0.34,0.34,0.0,0.0,394.0,377.0,-17.0,-4.31,52.0,52.0,0.0,0.0,138.0,124.0,-14.0,-10.14,28.0,28.0,0.0,0.0,10,10,0
Nighthawk_120Q,wstate_n3.qasm,0.02,0.01,-0.01,-50.0,57.7,55.6,-2.1,-3.64,11.0,10.6,-0.4,-3.64,35.6,35.4,-0.2,-0.56,10.5,10.3,-0.2,-1.9,10,10,0
Nighthawk_120Q,wstate_n36.qasm,0.32,0.31,-0.01,-3.13,529.0,509.0,-20.0,-3.78,70.0,70.0,0.0,0.0,183.0,166.0,-17.0,-9.29,37.0,37.0,0.0,0.0,10,10,0
Nighthawk_120Q,wstate_n76.qasm,0.33,0.33,0.0,0.0,1129.0,1092.0,-37.0,-3.28,150.0,150.0,0.0,0.0,383.0,349.0,-34.0,-8.88,77.0,77.0,0.0,0.0,10,10,0
Sherbrooke_127Q,adder_n10.qasm,0.02,0.02,0.0,0.0,678.4,669.0,-9.4,-1.39,112.0,94.4,-17.6,-15.71,393.2,374.6,-18.6,-4.73,101.7,83.8,-17.9,-17.6,10,10,0
Sherbrooke_127Q,adder_n28.qasm,0.06,0.03,-0.03,-50.0,2360.7,2410.2,49.5,2.1,390.3,341.8,-48.5,-12.43,849.3,828.2,-21.1,-2.48,218.8,193.0,-25.8,-11.79,10,10,0
Sherbrooke_127Q,adder_n4.qasm,0.01,0.01,0.0,0.0,95.0,97.0,2.0,2.11,16.0,16.0,0.0,0.0,41.0,43.0,2.0,4.88,10.0,10.0,0.0,0.0,10,10,0
Sherbrooke_127Q,adder_n64.qasm,0.19,0.1,-0.09,-47.37,6110.0,6455.6,345.6,5.66,1025.1,937.7,-87.4,-8.53,1791.1,1878.6,87.5,4.89,465.8,451.8,-14.0,-3.01,10,10,0
Sherbrooke_127Q,basis_change_n3.qasm,0.01,0.01,0.0,0.0,89.0,110.0,21.0,23.6,10.0,10.0,0.0,0.0,51.0,66.0,15.0,29.41,10.0,10.0,0.0,0.0,10,10,0
Sherbrooke_127Q,basis_test_n4.qasm,0.01,0.01,0.0,0.0,57.0,76.0,19.0,33.33,6.0,6.0,0.0,0.0,21.0,30.0,9.0,42.86,4.0,4.0,0.0,0.0,10,10,0
Sherbrooke_127Q,basis_trotter_n4.qasm,0.04,0.02,-0.02,-50.0,1765.8,2060.1,294.3,16.67,280.8,262.1,-18.7,-6.66,1169.3,1356.2,186.9,15.98,280.8,247.6,-33.2,-11.82,10,10,0
Sherbrooke_127Q,bb84_n8.qasm,0.01,0.01,0.0,0.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,,8.0,8.0,0.0,0.0,0.0,0.0,0.0,,10,10,0
Sherbrooke_127Q,bell_n4.qasm,0.01,0.01,0.0,0.0,45.0,57.0,12.0,26.67,5.0,5.0,0.0,0.0,19.0,24.0,5.0,26.32,3.0,3.0,0.0,0.0,10,10,0
Sherbrooke_127Q,bigadder_n18.qasm,0.04,0.02,-0.02,-50.0,1500.4,1644.1,143.7,9.58,249.9,231.5,-18.4,-7.36,716.4,722.4,6.0,0.84,186.5,161.5,-25.0,-13.4,10,10,0
Sherbrooke_127Q,bv_n14.qasm,0.02,0.01,-0.01,-50.0,317.5,346.1,28.6,9.01,33.8,37.4,3.6,10.65,131.8,141.7,9.9,7.51,32.4,34.2,1.8,5.56,10,10,0
Sherbrooke_127Q,bv_n19.qasm,0.02,0.02,0.0,0.0,442.9,476.5,33.6,7.59,47.2,39.0,-8.2,-17.37,179.1,198.5,19.4,10.83,45.2,38.5,-6.7,-14.82,10,10,0
Sherbrooke_127Q,bv_n30.qasm,0.02,0.02,0.0,0.0,543.0,666.5,123.5,22.74,52.6,62.8,10.2,19.39,191.0,260.9,69.9,36.6,49.0,59.6,10.6,21.63,10,10,0
Sherbrooke_127Q,bv_n70.qasm,0.05,0.11,0.06,120.0,1290.9,1511.9,221.0,17.12,131.3,128.2,-3.1,-2.36,437.5,573.6,136.1,31.11,117.8,128.0,10.2,8.66,10,10,0
Sherbrooke_127Q,cat_n35.qasm,0.05,0.05,0.0,0.0,304.0,326.0,22.0,7.24,34.0,34.0,0.0,0.0,100.0,122.0,22.0,22.0,34.0,34.0,0.0,0.0,10,10,0
Sherbrooke_127Q,cat_n65.qasm,0.06,0.06,0.0,0.0,579.0,624.0,45.0,7.77,64.0,64.0,0.0,0.0,190.0,235.0,45.0,23.68,64.0,64.0,0.0,0.0,10,10,0
Sherbrooke_127Q,cat_state_n22.qasm,0.02,0.01,-0.01,-50.0,194.0,209.0,15.0,7.73,21.0,21.0,0.0,0.0,66.0,81.0,15.0,22.73,21.0,21.0,0.0,0.0,10,10,0
Sherbrooke_127Q,cat_state_n4.qasm,0.01,0.01,0.0,0.0,23.0,23.0,0.0,0.0,3.0,3.0,0.0,0.0,10.0,10.0,0.0,0.0,3.0,3.0,0.0,0.0,10,10,0
Sherbrooke_127Q,cc_n12.qasm,0.08,0.1,0.02,25.0,231.6,258.2,26.6,11.49,30.4,28.3,-2.1,-6.91,136.3,146.8,10.5,7.7,30.0,27.7,-2.3,-7.67,10,10,0
Sherbrooke_127Q,cc_n32.qasm,0.32,0.33,0.01,3.13,789.3,655.9,-133.4,-16.9,110.8,66.4,-44.4,-40.07,434.1,365.0,-69.1,-15.92,99.9,66.4,-33.5,-33.53,10,10,0
Sherbrooke_127Q,cc_n64.qasm,0.92,1.5,0.58,63.04,1809.7,1265.1,-544.6,-30.09,265.4,122.0,-143.4,-54.03,918.7,695.6,-223.1,-24.28,214.9,122.0,-92.9,-43.23,10,10,0
Sherbrooke_127Q,deutsch_n2.qasm,0.01,0.01,0.0,0.0,17.0,15.0,-2.0,-11.76,1.0,1.0,0.0,0.0,12.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,10,10,0
Sherbrooke_127Q,dnn_n16.qasm,0.05,0.03,-0.02,-40.0,1314.5,1541.5,227.0,17.27,165.8,165.5,-0.3,-0.18,170.8,200.6,29.8,17.45,37.8,37.0,-0.8,-2.12,10,10,0
Sherbrooke_127Q,dnn_n2.qasm,0.01,0.01,0.0,0.0,37.0,42.0,5.0,13.51,3.0,3.0,0.0,0.0,21.0,24.0,3.0,14.29,3.0,3.0,0.0,0.0,10,10,0
Sherbrooke_127Q,dnn_n33.qasm,0.1,0.05,-0.05,-50.0,2166.0,2884.4,718.4,33.17,315.0,375.2,60.2,19.11,701.0,863.1,162.1,23.12,170.0,191.8,21.8,12.82,10,10,0
Sherbrooke_127Q,dnn_n51.qasm,0.17,0.1,-0.07,-41.18,3603.3,4984.0,1380.7,38.32,535.8,668.8,133.0,24.82,1092.0,1413.3,321.3,29.42,269.5,322.3,52.8,19.59,10,10,0
Sherbrooke_127Q,dnn_n8.qasm,0.03,0.01,-0.02,-66.67,799.1,933.7,134.6,16.84,108.1,108.7,0.6,0.56,173.0,192.5,19.5,11.27,37.2,36.5,-0.7,-1.88,10,10,0
Sherbrooke_127Q,error_correctiond3_n5.qasm,0.01,0.01,0.0,0.0,284.0,314.0,30.0,10.56,46.6,44.0,-2.6,-5.58,152.5,185.0,32.5,21.31,42.2,41.0,-1.2,-2.84,10,10,0
Sherbrooke_127Q,fredkin_n3.qasm,0.01,0.01,0.0,0.0,95.0,98.9,3.9,4.11,13.0,12.6,-0.4,-3.08,56.0,56.1,0.1,0.18,13.0,12.6,-0.4,-3.08,10,10,0
Sherbrooke_127Q,gcm_h6.qasm,0.17,0.08,-0.09,-52.94,5609.5,6152.3,542.8,9.68,857.1,785.2,-71.9,-8.39,3515.2,3735.8,220.6,6.28,848.7,733.0,-115.7,-13.63,10,10,0
