Backend,Circuit,Execution Time (s)_2.4.2,Execution Time (s)_2.5.2,Execution Time (s)_Abs_Delta,Execution Time (s)_%_Change,Total Gates_2.4.2,Total Gates_2.5.2,Total Gates_Abs_Delta,Total Gates_%_Change,2Q Gate Count_2.4.2,2Q Gate Count_2.5.2,2Q Gate Count_Abs_Delta,2Q Gate Count_%_Change,Total Depth_2.4.2,Total Depth_2.5.2,Total Depth_Abs_Delta,Total Depth_%_Change,2Q Depth_2.4.2,2Q Depth_2.5.2,2Q Depth_Abs_Delta,2Q Depth_%_Change,Successful_Runs_2.4.2,Successful_Runs_2.5.2,Successful_Runs_Abs_Delta
Nighthawk_120Q,ising_n42.qasm,0.08,0.07,-0.01,-12.5,270.0,270.0,0.0,0.0,82.0,82.0,0.0,0.0,10.0,10.0,0.0,0.0,4.0,4.0,0.0,0.0,100,100,0
Nighthawk_120Q,ising_n66.qasm,0.09,0.07,-0.02,-22.22,426.0,426.0,0.0,0.0,130.0,130.0,0.0,0.0,10.0,10.0,0.0,0.0,4.0,4.0,0.0,0.0,100,100,0
Nighthawk_120Q,ising_n98.qasm,0.07,0.06,-0.01,-14.29,634.0,634.0,0.0,0.0,194.0,194.0,0.0,0.0,10.0,10.0,0.0,0.0,4.0,4.0,0.0,0.0,100,100,0
Nighthawk_120Q,iswap_n2.qasm,0.01,0.01,0.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,100,100,0
Nighthawk_120Q,knn_n25.qasm,1.1,0.94,-0.16,-14.55,599.8,610.83,11.03,1.84,115.8,126.83,11.03,9.53,281.67,295.48,13.81,4.9,81.23,88.83,7.6,9.36,100,100,0
Nighthawk_120Q,knn_n31.qasm,3.08,1.82,-1.26,-40.91,750.87,768.92,18.05,2.4,146.87,164.92,18.05,12.29,350.93,367.37,16.44,4.68,101.62,115.35,13.73,13.51,100,100,0
Nighthawk_120Q,knn_n41.qasm,5.25,1.43,-3.82,-72.76,1003.58,1023.99,20.41,2.03,199.58,219.99,20.41,10.23,464.58,488.5,23.92,5.15,136.92,152.05,15.13,11.05,100,100,0
Nighthawk_120Q,knn_n67.qasm,6.69,0.2,-6.49,-97.01,1667.22,1710.29,43.07,2.58,343.22,386.29,43.07,12.55,763.19,809.3,46.11,6.04,230.0,261.76,31.76,13.81,100,100,0
Nighthawk_120Q,linearsolver_n3.qasm,0.01,0.01,0.0,0.0,18.0,18.0,0.0,0.0,4.0,4.0,0.0,0.0,12.0,12.0,0.0,0.0,4.0,4.0,0.0,0.0,100,100,0
Nighthawk_120Q,lpn_n5.qasm,0.01,0.01,0.0,0.0,12.0,12.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,100,100,0
Nighthawk_120Q,multiplier_n15.qasm,0.06,0.02,-0.04,-66.67,1375.91,1377.94,2.03,0.15,315.91,317.94,2.03,0.64,724.44,741.53,17.09,2.36,195.18,195.53,0.35,0.18,100,100,0
Nighthawk_120Q,multiplier_n45.qasm,0.52,0.13,-0.39,-75.0,14695.75,14746.83,51.08,0.35,3640.75,3691.83,51.08,1.4,7271.91,7342.84,70.93,0.98,2017.07,2006.7,-10.37,-0.51,100,100,0
Nighthawk_120Q,multiplier_n75.qasm,1.6,0.37,-1.23,-76.88,42309.58,42533.46,223.88,0.53,10745.58,10969.46,223.88,2.08,20641.59,20830.26,188.67,0.91,5767.34,5762.03,-5.31,-0.09,100,100,0
Nighthawk_120Q,multiply_n13.qasm,0.03,0.02,-0.01,-33.33,239.76,241.43,1.67,0.7,49.76,51.43,1.67,3.36,127.82,126.01,-1.81,-1.42,34.1,33.94,-0.16,-0.47,100,100,0
Nighthawk_120Q,pea_n5.qasm,0.03,0.02,-0.01,-33.33,36.0,36.0,0.0,0.0,24.0,24.0,0.0,0.0,28.86,28.47,-0.39,-1.35,23.99,23.96,-0.03,-0.13,100,100,0
Nighthawk_120Q,qaoa_n3.qasm,0.02,0.01,-0.01,-50.0,19.0,19.0,0.0,0.0,7.0,7.0,0.0,0.0,12.86,12.86,0.0,0.0,6.86,6.86,0.0,0.0,100,100,0
Nighthawk_120Q,qaoa_n6.qasm,0.02,0.01,-0.01,-50.0,30.0,30.0,0.0,0.0,24.0,24.0,0.0,0.0,18.2,19.26,1.06,5.82,17.2,18.26,1.06,6.16,100,100,0
Nighthawk_120Q,qec9xz_n17.qasm,0.03,0.02,-0.01,-33.33,72.94,74.84,1.9,2.6,43.94,45.84,1.9,4.32,27.44,27.04,-0.4,-1.46,20.74,20.6,-0.14,-0.68,100,100,0
Nighthawk_120Q,qec_en_n5.qasm,0.02,0.01,-0.01,-50.0,28.0,28.0,0.0,0.0,10.0,10.0,0.0,0.0,16.0,16.0,0.0,0.0,10.0,10.0,0.0,0.0,100,100,0
Nighthawk_120Q,qec_sm_n5.qasm,0.01,0.01,0.0,0.0,14.0,14.0,0.0,0.0,4.0,4.0,0.0,0.0,10.0,10.0,0.0,0.0,4.0,4.0,0.0,0.0,100,100,0
Nighthawk_120Q,qf21_n15.qasm,0.04,0.02,-0.02,-50.0,249.11,247.08,-2.03,-0.81,103.11,101.08,-2.03,-1.97,183.53,184.46,0.93,0.51,92.38,91.9,-0.48,-0.52,100,100,0
Nighthawk_120Q,qft_n18.qasm,0.06,0.02,-0.04,-66.67,748.15,756.41,8.26,1.1,388.15,396.41,8.26,2.13,204.0,217.92,13.92,6.82,121.45,130.62,9.17,7.55,100,100,0
Nighthawk_120Q,qft_n29.qasm,0.12,0.05,-0.07,-58.33,1775.27,1796.59,21.32,1.2,966.27,987.59,21.32,2.21,499.18,488.94,-10.24,-2.05,309.59,302.59,-7.0,-2.26,100,100,0
Nighthawk_120Q,qft_n4.qasm,0.02,0.01,-0.01,-50.0,19.0,19.0,0.0,0.0,8.0,8.0,0.0,0.0,12.37,12.76,0.39,3.15,7.55,7.75,0.2,2.65,100,100,0
Nighthawk_120Q,qft_n63.qasm,0.33,0.13,-0.2,-60.61,5029.06,5129.42,100.36,2.0,2826.06,2926.42,100.36,3.55,1281.96,1271.26,-10.7,-0.83,806.23,806.73,0.5,0.06,100,100,0
Nighthawk_120Q,qpe_n9.qasm,0.03,0.01,-0.02,-66.67,120.79,120.25,-0.54,-0.45,37.79,37.25,-0.54,-1.43,86.6,85.48,-1.12,-1.29,35.63,34.9,-0.73,-2.05,100,100,0
Nighthawk_120Q,qram_n20.qasm,0.05,0.02,-0.03,-60.0,776.89,780.27,3.38,0.44,178.89,182.27,3.38,1.89,413.12,415.87,2.75,0.67,111.3,111.6,0.3,0.27,100,100,0
Nighthawk_120Q,qrng_n4.qasm,0.01,0.01,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,100,100,0
Nighthawk_120Q,quantumwalks_n2.qasm,0.01,0.01,0.0,0.0,13.0,13.0,0.0,0.0,3.0,3.0,0.0,0.0,8.0,8.0,0.0,0.0,3.0,3.0,0.0,0.0,100,100,0
Nighthawk_120Q,qugan_n39.qasm,0.16,0.08,-0.08,-50.0,1063.08,1076.24,13.16,1.24,281.08,294.24,13.16,4.68,468.06,478.7,10.64,2.27,140.72,144.46,3.74,2.66,100,100,0
Nighthawk_120Q,qugan_n71.qasm,0.34,0.11,-0.23,-67.65,1983.65,2020.54,36.89,1.86,545.65,582.54,36.89,6.76,859.16,886.29,27.13,3.16,259.09,275.49,16.4,6.33,100,100,0
Nighthawk_120Q,sat_n11.qasm,0.06,0.02,-0.04,-66.67,1570.61,1572.98,2.37,0.15,319.61,321.98,2.37,0.74,1055.21,1107.14,51.93,4.92,235.27,249.22,13.95,5.93,100,100,0
Nighthawk_120Q,sat_n7.qasm,0.03,0.01,-0.02,-66.67,403.47,401.21,-2.26,-0.56,77.47,75.21,-2.26,-2.92,241.83,251.59,9.76,4.04,62.65,59.81,-2.84,-4.53,100,100,0
Nighthawk_120Q,seca_n11.qasm,0.03,0.01,-0.02,-66.67,382.25,382.5,0.25,0.07,101.25,101.5,0.25,0.25,167.03,180.21,13.18,7.89,53.89,57.06,3.17,5.88,100,100,0
Nighthawk_120Q,shor_n5.qasm,0.03,0.02,-0.01,-33.33,163.96,162.68,-1.28,-0.78,36.96,35.68,-1.28,-3.46,132.15,133.4,1.25,0.95,35.91,35.39,-0.52,-1.45,100,100,0
Nighthawk_120Q,simon_n6.qasm,0.02,0.01,-0.01,-50.0,98.0,98.0,0.0,0.0,17.0,17.0,0.0,0.0,70.99,73.1,2.11,2.97,16.52,16.64,0.12,0.73,100,100,0
Nighthawk_120Q,square_root_n18.qasm,0.16,0.05,-0.11,-68.75,5236.94,5291.13,54.19,1.03,1227.94,1282.13,54.19,4.41,3354.13,3469.56,115.43,3.44,835.31,883.78,48.47,5.8,100,100,0
Nighthawk_120Q,swap_test_n25.qasm,1.11,0.92,-0.19,-17.12,599.8,610.83,11.03,1.84,115.8,126.83,11.03,9.53,281.67,295.48,13.81,4.9,81.23,88.83,7.6,9.36,100,100,0
Nighthawk_120Q,swap_test_n41.qasm,5.29,1.43,-3.86,-72.97,1003.58,1023.99,20.41,2.03,199.58,219.99,20.41,10.23,464.58,488.5,23.92,5.15,136.92,152.05,15.13,11.05,100,100,0
Nighthawk_120Q,swap_test_n83.qasm,4.96,0.44,-4.52,-91.13,2079.88,2123.53,43.65,2.1,435.88,479.53,43.65,10.01,949.92,999.32,49.4,5.2,289.84,321.32,31.48,10.86,100,100,0
Nighthawk_120Q,teleportation_n3.qasm,0.01,0.01,0.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,100,100,0
Nighthawk_120Q,toffoli_n3.qasm,0.01,0.01,0.0,0.0,20.0,20.0,0.0,0.0,7.0,7.0,0.0,0.0,14.11,14.21,0.1,0.71,6.87,6.91,0.04,0.58,100,100,0
Nighthawk_120Q,variational_n4.qasm,0.01,0.01,0.0,0.0,8.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,100,100,0
Nighthawk_120Q,vqe_n4.qasm,0.01,0.01,0.0,0.0,78.0,78.0,0.0,0.0,9.0,9.0,0.0,0.0,24.0,24.0,0.0,0.0,7.0,7.0,0.0,0.0,100,100,0
Nighthawk_120Q,wstate_n27.qasm,0.08,0.07,-0.01,-12.5,133.0,133.0,0.0,0.0,52.0,52.0,0.0,0.0,55.0,55.0,0.0,0.0,28.0,28.0,0.0,0.0,100,100,0
Nighthawk_120Q,wstate_n3.qasm,0.02,0.01,-0.01,-50.0,46.0,46.0,0.0,0.0,10.0,10.0,0.0,0.0,35.92,35.76,-0.16,-0.45,9.76,9.72,-0.04,-0.41,100,100,0
Nighthawk_120Q,wstate_n36.qasm,0.07,0.06,-0.01,-14.29,178.0,178.0,0.0,0.0,70.0,70.0,0.0,0.0,73.0,73.0,0.0,0.0,37.0,37.0,0.0,0.0,100,100,0
Nighthawk_120Q,wstate_n76.qasm,0.07,0.07,0.0,0.0,378.0,378.0,0.0,0.0,150.0,150.0,0.0,0.0,153.0,153.0,0.0,0.0,77.0,77.0,0.0,0.0,100,100,0
Sherbrooke_127Q,adder_n10.qasm,0.03,0.01,-0.02,-66.67,372.92,368.98,-3.94,-1.06,83.92,79.98,-3.94,-4.69,223.47,223.0,-0.47,-0.21,74.14,69.97,-4.17,-5.62,100,100,0
Sherbrooke_127Q,adder_n28.qasm,0.07,0.02,-0.05,-71.43,1149.44,1138.7,-10.74,-0.93,270.44,259.7,-10.74,-3.97,445.9,440.83,-5.07,-1.14,145.85,140.52,-5.33,-3.65,100,100,0
Sherbrooke_127Q,adder_n4.qasm,0.01,0.01,0.0,0.0,29.0,29.0,0.0,0.0,12.0,12.0,0.0,0.0,14.0,14.0,0.0,0.0,8.0,8.0,0.0,0.0,100,100,0
Sherbrooke_127Q,adder_n64.qasm,0.19,0.09,-0.1,-52.63,2718.0,2707.68,-10.32,-0.38,671.0,660.68,-10.32,-1.54,893.04,909.23,16.19,1.81,300.11,300.85,0.74,0.25,100,100,0
Sherbrooke_127Q,basis_change_n3.qasm,0.01,0.01,0.0,0.0,36.0,36.0,0.0,0.0,10.0,10.0,0.0,0.0,22.0,22.0,0.0,0.0,10.0,10.0,0.0,0.0,100,100,0
Sherbrooke_127Q,basis_test_n4.qasm,0.01,0.01,0.0,0.0,11.0,11.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,100,100,0
Sherbrooke_127Q,basis_trotter_n4.qasm,0.02,0.01,-0.01,-50.0,147.44,150.36,2.92,1.98,133.44,136.36,2.92,2.19,141.72,123.96,-17.76,-12.53,130.86,115.08,-15.78,-12.06,100,100,0
Sherbrooke_127Q,bb84_n8.qasm,0.01,0.01,0.0,0.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,,5.0,5.0,0.0,0.0,0.0,0.0,0.0,,100,100,0
Sherbrooke_127Q,bell_n4.qasm,0.01,0.01,0.0,0.0,13.0,13.0,0.0,0.0,3.0,3.0,0.0,0.0,7.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,100,100,0
Sherbrooke_127Q,bigadder_n18.qasm,0.04,0.02,-0.02,-50.0,751.91,749.65,-2.26,-0.3,176.91,174.65,-2.26,-1.28,358.49,364.24,5.75,1.6,126.57,123.32,-3.25,-2.57,100,100,0
Sherbrooke_127Q,bv_n14.qasm,0.02,0.01,-0.01,-50.0,64.47,65.96,1.49,2.31,21.47,22.96,1.49,6.94,24.38,25.42,1.04,4.27,20.38,21.42,1.04,5.1,100,100,0
Sherbrooke_127Q,bv_n19.qasm,0.02,0.01,-0.01,-50.0,88.84,90.0,1.16,1.31,30.84,32.0,1.16,3.76,33.56,35.55,1.99,5.93,29.56,31.55,1.99,6.73,100,100,0
Sherbrooke_127Q,bv_n30.qasm,0.03,0.01,-0.02,-66.67,122.56,128.66,6.1,4.98,31.56,37.66,6.1,19.33,33.28,40.15,6.87,20.64,29.28,36.15,6.87,23.46,100,100,0
Sherbrooke_127Q,bv_n70.qasm,0.04,0.09,0.05,125.0,283.45,292.22,8.77,3.09,72.45,81.22,8.77,12.1,64.9,85.15,20.25,31.2,60.9,81.15,20.25,33.25,100,100,0
Sherbrooke_127Q,cat_n35.qasm,0.05,0.04,-0.01,-20.0,71.0,71.0,0.0,0.0,34.0,34.0,0.0,0.0,36.0,36.0,0.0,0.0,34.0,34.0,0.0,0.0,100,100,0
Sherbrooke_127Q,cat_n65.qasm,0.06,0.05,-0.01,-16.67,131.0,131.0,0.0,0.0,64.0,64.0,0.0,0.0,66.0,66.0,0.0,0.0,64.0,64.0,0.0,0.0,100,100,0
Sherbrooke_127Q,cat_state_n22.qasm,0.02,0.01,-0.01,-50.0,45.0,45.0,0.0,0.0,21.0,21.0,0.0,0.0,23.0,23.0,0.0,0.0,21.0,21.0,0.0,0.0,100,100,0
Sherbrooke_127Q,cat_state_n4.qasm,0.01,0.01,0.0,0.0,8.0,8.0,0.0,0.0,3.0,3.0,0.0,0.0,5.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,100,100,0
Sherbrooke_127Q,cc_n12.qasm,0.07,0.06,-0.01,-14.29,67.93,69.81,1.88,2.77,18.93,20.81,1.88,9.93,45.15,47.33,2.18,4.83,18.15,20.33,2.18,12.01,100,100,0
Sherbrooke_127Q,cc_n32.qasm,0.27,0.19,-0.08,-29.63,189.58,185.0,-4.58,-2.42,60.58,56.0,-4.58,-7.56,119.68,123.0,3.32,2.77,52.68,56.0,3.32,6.3,100,100,0
Sherbrooke_127Q,cc_n64.qasm,0.77,0.49,-0.28,-36.36,398.87,371.0,-27.87,-6.99,141.87,114.0,-27.87,-19.64,243.64,245.0,1.36,0.56,112.64,114.0,1.36,1.21,100,100,0
Sherbrooke_127Q,deutsch_n2.qasm,0.01,0.01,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,100,100,0
Sherbrooke_127Q,dnn_n16.qasm,0.05,0.03,-0.02,-40.0,76.28,75.79,-0.49,-0.64,60.28,59.79,-0.49,-0.81,13.7,13.22,-0.48,-3.5,12.7,12.22,-0.48,-3.78,100,100,0
Sherbrooke_127Q,dnn_n2.qasm,0.01,0.01,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,100,100,0
Sherbrooke_127Q,dnn_n33.qasm,0.07,0.04,-0.03,-42.86,1021.04,1037.81,16.77,1.64,249.04,265.81,16.77,6.73,364.78,374.5,9.72,2.66,127.36,134.58,7.22,5.67,100,100,0
Sherbrooke_127Q,dnn_n51.qasm,0.14,0.07,-0.07,-50.0,1619.37,1653.44,34.07,2.1,415.37,449.44,34.07,8.2,573.18,583.01,9.83,1.71,204.56,218.26,13.7,6.7,100,100,0
Sherbrooke_127Q,dnn_n8.qasm,0.02,0.01,-0.01,-50.0,46.87,47.0,0.13,0.28,38.87,39.0,0.13,0.33,13.47,13.47,0.0,0.0,12.47,12.47,0.0,0.0,100,100,0
Sherbrooke_127Q,error_correctiond3_n5.qasm,0.02,0.01,-0.01,-50.0,102.0,101.01,-0.99,-0.97,39.0,38.01,-0.99,-2.54,63.63,62.99,-0.64,-1.01,36.2,35.99,-0.21,-0.58,100,100,0
Sherbrooke_127Q,fredkin_n3.qasm,0.01,0.01,0.0,0.0,24.0,24.0,0.0,0.0,10.0,10.0,0.0,0.0,15.0,15.0,0.0,0.0,10.0,10.0,0.0,0.0,100,100,0
Sherbrooke_127Q,gcm_h6.qasm,0.12,0.06,-0.06,-50.0,1524.51,1482.37,-42.14,-2.76,626.51,609.37,-17.14,-2.74,1293.52,1292.95,-0.57,-0.04,623.21,590.28,-32.93,-5.28,100,100,0
Sherbrooke_127Q,ghz_n40.qasm,0.06,0.05,-0.01,-16.67,81.0,81.0,0.0,0.0,39.0,39.0,0.0,0.0,41.0,41.0,0.0,0.0,39.0,39.0,0.0,0.0,100,100,0
Sherbrooke_127Q,ghz_n78.qasm,0.06,0.05,-0.01,-16.67,157.0,157.0,0.0,0.0,77.0,77.0,0.0,0.0,79.0,79.0,0.0,0.0,77.0,77.0,0.0,0.0,100,100,0
