Backend,Circuit,Execution Time (s)_2.4.2,Execution Time (s)_2.5.2,Execution Time (s)_Abs_Delta,Execution Time (s)_%_Change,Total Gates_2.4.2,Total Gates_2.5.2,Total Gates_Abs_Delta,Total Gates_%_Change,2Q Gate Count_2.4.2,2Q Gate Count_2.5.2,2Q Gate Count_Abs_Delta,2Q Gate Count_%_Change,Total Depth_2.4.2,Total Depth_2.5.2,Total Depth_Abs_Delta,Total Depth_%_Change,2Q Depth_2.4.2,2Q Depth_2.5.2,2Q Depth_Abs_Delta,2Q Depth_%_Change,Successful_Runs_2.4.2,Successful_Runs_2.5.2,Successful_Runs_Abs_Delta
Nighthawk_120Q,cat_state_n22.qasm,0.37,0.33,-0.04,-10.81,152.0,152.0,0.0,0.0,21.0,21.0,0.0,0.0,67.0,67.0,0.0,0.0,21.0,21.0,0.0,0.0,100,100,0
Nighthawk_120Q,cat_state_n4.qasm,0.01,0.01,0.0,0.0,25.0,25.0,0.0,0.0,3.0,3.0,0.0,0.0,13.0,13.0,0.0,0.0,3.0,3.0,0.0,0.0,100,100,0
Nighthawk_120Q,cc_n12.qasm,0.11,0.14,0.03,27.27,130.31,148.26,17.95,13.77,22.46,26.79,4.33,19.28,74.81,86.31,11.5,15.37,21.83,25.92,4.09,18.74,100,100,0
Nighthawk_120Q,cc_n32.qasm,1.16,4.71,3.55,306.03,436.03,536.97,100.94,23.15,90.79,109.97,19.18,21.13,230.3,317.47,87.17,37.85,75.28,104.54,29.26,38.87,100,100,0
Nighthawk_120Q,cc_n64.qasm,9.68,3.92,-5.76,-59.5,1081.62,1275.58,193.96,17.93,234.8,275.13,40.33,17.18,535.66,749.9,214.24,40.0,178.6,252.91,74.31,41.61,100,100,0
Nighthawk_120Q,deutsch_n2.qasm,0.02,0.01,-0.01,-50.0,12.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,100,100,0
Nighthawk_120Q,dnn_n16.qasm,0.31,0.29,-0.02,-6.45,1016.0,1006.0,-10.0,-0.98,128.0,128.0,0.0,0.0,80.0,80.0,0.0,0.0,16.0,16.0,0.0,0.0,100,100,0
Nighthawk_120Q,dnn_n2.qasm,0.02,0.01,-0.01,-50.0,34.0,34.0,0.0,0.0,3.0,3.0,0.0,0.0,20.0,20.0,0.0,0.0,3.0,3.0,0.0,0.0,100,100,0
Nighthawk_120Q,dnn_n33.qasm,0.26,0.16,-0.1,-38.46,1463.13,1523.77,60.64,4.14,280.31,308.93,28.62,10.21,494.91,512.02,17.11,3.46,156.48,168.77,12.29,7.85,100,100,0
Nighthawk_120Q,dnn_n51.qasm,0.66,0.27,-0.39,-59.09,2443.82,2552.1,108.28,4.43,477.36,529.86,52.5,11.0,784.52,807.96,23.44,2.99,250.26,271.54,21.28,8.5,100,100,0
Nighthawk_120Q,dnn_n8.qasm,0.06,0.05,-0.01,-16.67,508.0,506.0,-2.0,-0.39,64.0,64.0,0.0,0.0,80.0,80.0,0.0,0.0,16.0,16.0,0.0,0.0,100,100,0
Nighthawk_120Q,error_correctiond3_n5.qasm,0.02,0.01,-0.01,-50.0,157.0,156.12,-0.88,-0.56,38.0,38.01,0.01,0.03,95.0,97.14,2.14,2.25,34.0,34.05,0.05,0.15,100,100,0
Nighthawk_120Q,fredkin_n3.qasm,0.02,0.01,-0.01,-50.0,63.87,64.27,0.4,0.63,13.34,13.34,0.0,0.0,39.84,39.47,-0.37,-0.93,13.28,13.29,0.01,0.08,100,100,0
Nighthawk_120Q,gcm_h6.qasm,0.16,0.13,-0.03,-18.75,4441.23,4020.3,-420.93,-9.48,889.73,793.94,-95.79,-10.77,2809.42,2500.24,-309.18,-11.01,836.3,736.01,-100.29,-11.99,100,100,0
Nighthawk_120Q,ghz_n40.qasm,0.36,0.34,-0.02,-5.56,278.0,278.0,0.0,0.0,39.0,39.0,0.0,0.0,121.0,121.0,0.0,0.0,39.0,39.0,0.0,0.0,100,100,0
Nighthawk_120Q,ghz_n78.qasm,0.35,0.36,0.01,2.86,544.0,544.0,0.0,0.0,77.0,77.0,0.0,0.0,235.0,235.0,0.0,0.0,77.0,77.0,0.0,0.0,100,100,0
Nighthawk_120Q,ghz_state_n23.qasm,0.38,0.33,-0.05,-13.16,159.0,159.0,0.0,0.0,22.0,22.0,0.0,0.0,70.0,70.0,0.0,0.0,22.0,22.0,0.0,0.0,100,100,0
Nighthawk_120Q,grover_n2.qasm,0.01,0.01,0.0,0.0,14.0,14.0,0.0,0.0,2.0,2.0,0.0,0.0,10.0,10.0,0.0,0.0,2.0,2.0,0.0,0.0,100,100,0
Nighthawk_120Q,hs4_n4.qasm,0.02,0.02,0.0,0.0,28.0,30.0,2.0,7.14,4.0,4.0,0.0,0.0,9.0,10.0,1.0,11.11,2.0,2.0,0.0,0.0,100,100,0
Nighthawk_120Q,inverseqft_n4.qasm,0.02,0.02,0.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,,22.0,22.0,0.0,0.0,0.0,0.0,0.0,,100,100,0
Nighthawk_120Q,ipea_n2.qasm,0.05,0.03,-0.02,-40.0,64.0,64.0,0.0,0.0,5.0,5.0,0.0,0.0,53.0,53.0,0.0,0.0,5.0,5.0,0.0,0.0,100,100,0
Nighthawk_120Q,ising_n10.qasm,0.08,0.07,-0.01,-12.5,610.0,510.0,-100.0,-16.39,90.0,90.0,0.0,0.0,96.0,93.0,-3.0,-3.12,20.0,20.0,0.0,0.0,100,100,0
Nighthawk_120Q,ising_n26.qasm,0.39,0.32,-0.07,-17.95,352.0,323.0,-29.0,-8.24,50.0,50.0,0.0,0.0,22.0,21.0,-1.0,-4.55,4.0,4.0,0.0,0.0,100,100,0
Nighthawk_120Q,ising_n34.qasm,0.35,0.32,-0.03,-8.57,466.0,434.0,-32.0,-6.87,66.0,66.0,0.0,0.0,22.0,21.0,-1.0,-4.55,4.0,4.0,0.0,0.0,100,100,0
Nighthawk_120Q,ising_n42.qasm,0.39,0.34,-0.05,-12.82,582.0,533.0,-49.0,-8.42,82.0,82.0,0.0,0.0,22.0,21.0,-1.0,-4.55,4.0,4.0,0.0,0.0,100,100,0
Nighthawk_120Q,ising_n66.qasm,0.42,0.34,-0.08,-19.05,910.0,838.0,-72.0,-7.91,130.0,130.0,0.0,0.0,22.0,21.0,-1.0,-4.55,4.0,4.0,0.0,0.0,100,100,0
Nighthawk_120Q,ising_n98.qasm,0.35,0.31,-0.04,-11.43,1340.0,1250.0,-90.0,-6.72,194.0,194.0,0.0,0.0,22.0,21.0,-1.0,-4.55,4.0,4.0,0.0,0.0,100,100,0
Nighthawk_120Q,iswap_n2.qasm,0.02,0.01,-0.01,-50.0,15.0,15.0,0.0,0.0,2.0,2.0,0.0,0.0,9.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,100,100,0
Nighthawk_120Q,knn_n25.qasm,1.33,1.17,-0.16,-12.03,619.05,723.77,104.72,16.92,135.5,165.75,30.25,22.32,340.48,380.84,40.36,11.85,108.98,130.55,21.57,19.79,100,100,0
Nighthawk_120Q,knn_n31.qasm,3.32,2.13,-1.19,-35.84,788.47,966.47,178.0,22.58,174.85,229.78,54.93,31.42,429.67,507.9,78.23,18.21,137.84,180.28,42.44,30.79,100,100,0
Nighthawk_120Q,knn_n41.qasm,5.78,1.62,-4.16,-71.97,1095.6,1283.7,188.1,17.17,242.38,302.19,59.81,24.68,583.58,662.03,78.45,13.44,188.02,232.82,44.8,23.83,100,100,0
Nighthawk_120Q,knn_n67.qasm,7.14,0.34,-6.8,-95.24,1966.51,2325.57,359.06,18.26,439.56,569.25,129.69,29.5,1011.55,1159.27,147.72,14.6,325.66,419.81,94.15,28.91,100,100,0
Nighthawk_120Q,linearsolver_n3.qasm,0.01,0.01,0.0,0.0,31.0,31.0,0.0,0.0,4.0,4.0,0.0,0.0,18.0,18.0,0.0,0.0,4.0,4.0,0.0,0.0,100,100,0
Nighthawk_120Q,lpn_n5.qasm,0.01,0.01,0.0,0.0,20.0,20.0,0.0,0.0,2.0,2.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,100,100,0
Nighthawk_120Q,multiplier_n15.qasm,0.07,0.04,-0.03,-42.86,1753.01,1629.94,-123.07,-7.02,400.65,393.62,-7.03,-1.75,805.78,733.23,-72.55,-9.0,245.57,234.46,-11.11,-4.52,100,100,0
Nighthawk_120Q,multiplier_n45.qasm,0.71,0.25,-0.46,-64.79,22161.13,19867.5,-2293.63,-10.35,5066.69,5111.81,45.12,0.89,8838.36,7749.95,-1088.41,-12.31,2701.91,2617.29,-84.62,-3.13,100,100,0
Nighthawk_120Q,multiplier_n75.qasm,2.58,0.75,-1.83,-70.93,67421.19,60268.84,-7152.35,-10.61,15453.56,15808.14,354.58,2.29,25616.48,22382.47,-3234.01,-12.62,7871.34,7675.04,-196.3,-2.49,100,100,0
Nighthawk_120Q,multiply_n13.qasm,0.05,0.03,-0.02,-40.0,293.92,309.19,15.27,5.2,64.7,68.49,3.79,5.86,153.79,150.5,-3.29,-2.14,45.58,45.68,0.1,0.22,100,100,0
Nighthawk_120Q,pea_n5.qasm,0.04,0.03,-0.01,-25.0,126.93,126.57,-0.36,-0.28,25.58,25.8,0.22,0.86,85.58,85.5,-0.08,-0.09,24.26,25.28,1.02,4.2,100,100,0
Nighthawk_120Q,qaoa_n3.qasm,0.01,0.02,0.01,100.0,56.82,47.14,-9.68,-17.04,8.28,8.3,0.02,0.24,35.22,33.14,-2.08,-5.91,8.14,8.16,0.02,0.25,100,100,0
Nighthawk_120Q,qaoa_n6.qasm,0.03,0.03,0.0,0.0,335.25,336.1,0.85,0.25,52.56,51.92,-0.64,-1.22,145.97,150.48,4.51,3.09,38.0,39.57,1.57,4.13,100,100,0
Nighthawk_120Q,qec9xz_n17.qasm,0.05,0.04,-0.01,-20.0,277.16,301.52,24.36,8.79,64.56,67.84,3.28,5.08,76.26,81.86,5.6,7.34,31.99,32.52,0.53,1.66,100,100,0
Nighthawk_120Q,qec_en_n5.qasm,0.02,0.01,-0.01,-50.0,55.88,46.0,-9.88,-17.68,10.0,10.0,0.0,0.0,31.16,23.0,-8.16,-26.19,10.0,10.0,0.0,0.0,100,100,0
Nighthawk_120Q,qec_sm_n5.qasm,0.02,0.02,0.0,0.0,24.0,24.0,0.0,0.0,4.0,4.0,0.0,0.0,14.0,14.0,0.0,0.0,4.0,4.0,0.0,0.0,100,100,0
Nighthawk_120Q,qf21_n15.qasm,0.06,0.05,-0.01,-16.67,939.71,889.26,-50.45,-5.37,201.61,192.44,-9.17,-4.55,554.9,522.3,-32.6,-5.87,178.07,171.64,-6.43,-3.61,100,100,0
Nighthawk_120Q,qft_n18.qasm,0.08,0.05,-0.03,-37.5,2112.59,2117.21,4.62,0.22,478.51,475.38,-3.13,-0.65,506.35,543.01,36.66,7.24,162.99,173.81,10.82,6.64,100,100,0
Nighthawk_120Q,qft_n29.qasm,0.18,0.1,-0.08,-44.44,5529.94,5132.9,-397.04,-7.18,1317.88,1231.97,-85.91,-6.52,1317.13,1214.85,-102.28,-7.77,444.52,411.68,-32.84,-7.39,100,100,0
Nighthawk_120Q,qft_n4.qasm,0.02,0.02,0.0,0.0,87.84,81.72,-6.12,-6.97,17.72,17.74,0.02,0.11,58.22,56.41,-1.81,-3.11,16.82,17.24,0.42,2.5,100,100,0
Nighthawk_120Q,qft_n63.qasm,0.56,0.26,-0.3,-53.57,16836.96,15465.81,-1371.15,-8.14,4054.15,3837.86,-216.29,-5.34,3539.37,3144.36,-395.01,-11.16,1207.56,1105.49,-102.07,-8.45,100,100,0
Nighthawk_120Q,qpe_n9.qasm,0.03,0.02,-0.01,-33.33,346.37,328.68,-17.69,-5.11,67.05,64.07,-2.98,-4.44,213.06,197.89,-15.17,-7.12,63.13,59.35,-3.78,-5.99,100,100,0
Nighthawk_120Q,qram_n20.qasm,0.05,0.04,-0.01,-20.0,1049.59,1041.34,-8.25,-0.79,236.49,245.37,8.88,3.75,484.28,470.95,-13.33,-2.75,149.16,149.19,0.03,0.02,100,100,0
Nighthawk_120Q,qrng_n4.qasm,0.01,0.01,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,,4.0,4.0,0.0,0.0,0.0,0.0,0.0,,100,100,0
Nighthawk_120Q,quantumwalks_n2.qasm,0.01,0.02,0.01,100.0,35.0,35.0,0.0,0.0,3.0,3.0,0.0,0.0,22.0,22.0,0.0,0.0,3.0,3.0,0.0,0.0,100,100,0
Nighthawk_120Q,qugan_n39.qasm,0.27,0.16,-0.11,-40.74,1824.18,1932.95,108.77,5.96,351.58,393.3,41.72,11.87,591.21,612.68,21.47,3.63,184.21,199.94,15.73,8.54,100,100,0
Nighthawk_120Q,qugan_n71.qasm,0.47,0.18,-0.29,-61.7,3664.7,3980.35,315.65,8.61,718.05,833.56,115.51,16.09,1101.41,1203.47,102.06,9.27,343.8,392.93,49.13,14.29,100,100,0
Nighthawk_120Q,sat_n11.qasm,0.06,0.04,-0.02,-33.33,1907.4,1818.23,-89.17,-4.67,424.65,415.0,-9.65,-2.27,1101.08,1090.2,-10.88,-0.99,297.1,313.22,16.12,5.43,100,100,0
Nighthawk_120Q,sat_n7.qasm,0.03,0.02,-0.01,-33.33,464.2,443.18,-21.02,-4.53,103.17,96.16,-7.01,-6.79,280.07,267.64,-12.43,-4.44,86.96,78.49,-8.47,-9.74,100,100,0
Nighthawk_120Q,seca_n11.qasm,0.04,0.03,-0.01,-25.0,552.52,545.49,-7.03,-1.27,124.83,122.98,-1.85,-1.48,210.23,222.7,12.47,5.93,68.06,71.44,3.38,4.97,100,100,0
Nighthawk_120Q,shor_n5.qasm,0.05,0.02,-0.03,-60.0,201.03,201.79,0.76,0.38,40.88,41.78,0.9,2.2,132.58,135.44,2.86,2.16,39.31,40.84,1.53,3.89,100,100,0
Nighthawk_120Q,simon_n6.qasm,0.02,0.02,0.0,0.0,123.54,118.76,-4.78,-3.87,20.9,20.74,-0.16,-0.77,75.78,74.7,-1.08,-1.43,20.42,20.38,-0.04,-0.2,100,100,0
Nighthawk_120Q,square_root_n18.qasm,0.24,0.1,-0.14,-58.33,7694.26,7996.37,302.11,3.93,1789.78,1897.35,107.57,6.01,3960.14,4094.89,134.75,3.4,1181.23,1267.65,86.42,7.32,100,100,0
Nighthawk_120Q,swap_test_n25.qasm,1.38,1.1,-0.28,-20.29,665.99,758.26,92.27,13.85,135.5,165.75,30.25,22.32,341.98,383.34,41.36,12.09,108.98,130.55,21.57,19.79,100,100,0
Nighthawk_120Q,swap_test_n41.qasm,5.8,1.69,-4.11,-70.86,1172.34,1339.7,167.36,14.28,242.38,302.19,59.81,24.68,585.42,664.43,79.01,13.5,188.02,232.82,44.8,23.83,100,100,0
Nighthawk_120Q,swap_test_n83.qasm,5.65,0.62,-5.03,-89.03,2708.5,2991.43,282.93,10.45,573.86,702.75,128.89,22.46,1296.17,1417.02,120.85,9.32,417.56,508.54,90.98,21.79,100,100,0
Nighthawk_120Q,teleportation_n3.qasm,0.01,0.01,0.0,0.0,20.0,20.0,0.0,0.0,2.0,2.0,0.0,0.0,9.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,100,100,0
Nighthawk_120Q,toffoli_n3.qasm,0.02,0.01,-0.01,-50.0,42.0,41.37,-0.63,-1.5,8.42,8.44,0.02,0.24,31.1,30.95,-0.15,-0.48,8.29,8.35,0.06,0.72,100,100,0
Nighthawk_120Q,variational_n4.qasm,0.02,0.01,-0.01,-50.0,80.0,80.0,0.0,0.0,8.0,8.0,0.0,0.0,32.0,32.0,0.0,0.0,6.0,6.0,0.0,0.0,100,100,0
Nighthawk_120Q,vqe_n4.qasm,0.01,0.02,0.01,100.0,93.0,93.0,0.0,0.0,9.0,9.0,0.0,0.0,33.0,33.0,0.0,0.0,7.0,7.0,0.0,0.0,100,100,0
Nighthawk_120Q,wstate_n27.qasm,0.35,0.34,-0.01,-2.86,394.0,377.0,-17.0,-4.31,52.0,52.0,0.0,0.0,138.0,124.0,-14.0,-10.14,28.0,28.0,0.0,0.0,100,100,0
Nighthawk_120Q,wstate_n3.qasm,0.02,0.01,-0.01,-50.0,56.29,55.54,-0.75,-1.33,10.32,10.56,0.24,2.33,37.14,35.1,-2.04,-5.49,10.08,10.28,0.2,1.98,100,100,0
Nighthawk_120Q,wstate_n36.qasm,0.33,0.34,0.01,3.03,529.0,509.0,-20.0,-3.78,70.0,70.0,0.0,0.0,183.0,166.0,-17.0,-9.29,37.0,37.0,0.0,0.0,100,100,0
Nighthawk_120Q,wstate_n76.qasm,0.36,0.35,-0.01,-2.78,1129.0,1092.0,-37.0,-3.28,150.0,150.0,0.0,0.0,383.0,349.0,-34.0,-8.88,77.0,77.0,0.0,0.0,100,100,0
Sherbrooke_127Q,adder_n10.qasm,0.03,0.03,0.0,0.0,680.63,665.22,-15.41,-2.26,113.62,94.06,-19.56,-17.22,396.39,376.05,-20.34,-5.13,103.66,83.97,-19.69,-18.99,100,100,0
Sherbrooke_127Q,adder_n28.qasm,0.07,0.05,-0.02,-28.57,2388.66,2413.0,24.34,1.02,395.72,341.14,-54.58,-13.79,846.85,827.1,-19.75,-2.33,219.7,192.78,-26.92,-12.25,100,100,0
Sherbrooke_127Q,adder_n4.qasm,0.01,0.02,0.01,100.0,95.0,97.0,2.0,2.11,16.0,16.0,0.0,0.0,41.0,43.0,2.0,4.88,10.0,10.0,0.0,0.0,100,100,0
Sherbrooke_127Q,adder_n64.qasm,0.21,0.14,-0.07,-33.33,6097.24,6534.74,437.5,7.18,1024.04,950.74,-73.3,-7.16,1830.94,1884.87,53.93,2.95,479.26,450.22,-29.04,-6.06,100,100,0
Sherbrooke_127Q,basis_change_n3.qasm,0.01,0.01,0.0,0.0,89.0,110.0,21.0,23.6,10.0,10.0,0.0,0.0,51.0,66.0,15.0,29.41,10.0,10.0,0.0,0.0,100,100,0
Sherbrooke_127Q,basis_test_n4.qasm,0.01,0.01,0.0,0.0,57.0,76.0,19.0,33.33,6.0,6.0,0.0,0.0,21.0,30.0,9.0,42.86,4.0,4.0,0.0,0.0,100,100,0
Sherbrooke_127Q,basis_trotter_n4.qasm,0.04,0.04,0.0,0.0,1779.89,2066.73,286.84,16.12,282.78,253.67,-29.11,-10.29,1154.73,1221.81,67.08,5.81,277.1,220.27,-56.83,-20.51,100,100,0
Sherbrooke_127Q,bb84_n8.qasm,0.01,0.01,0.0,0.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,,8.0,8.0,0.0,0.0,0.0,0.0,0.0,,100,100,0
Sherbrooke_127Q,bell_n4.qasm,0.01,0.01,0.0,0.0,45.0,57.0,12.0,26.67,5.0,5.0,0.0,0.0,19.0,24.0,5.0,26.32,3.0,3.0,0.0,0.0,100,100,0
Sherbrooke_127Q,bigadder_n18.qasm,0.05,0.03,-0.02,-40.0,1521.39,1623.52,102.13,6.71,251.58,231.73,-19.85,-7.89,722.78,713.45,-9.33,-1.29,187.55,164.06,-23.49,-12.52,100,100,0
Sherbrooke_127Q,bv_n14.qasm,0.02,0.02,0.0,0.0,317.1,359.69,42.59,13.43,34.25,37.3,3.05,8.91,130.48,148.87,18.39,14.09,32.69,33.84,1.15,3.52,100,100,0
Sherbrooke_127Q,bv_n19.qasm,0.02,0.02,0.0,0.0,442.51,476.05,33.54,7.58,47.38,38.9,-8.48,-17.9,179.64,197.95,18.31,10.19,45.52,38.45,-7.07,-15.53,100,100,0
Sherbrooke_127Q,bv_n30.qasm,0.02,0.02,0.0,0.0,545.45,662.21,116.76,21.41,53.56,63.86,10.3,19.23,194.71,257.59,62.88,32.29,50.46,60.21,9.75,19.32,100,100,0
Sherbrooke_127Q,bv_n70.qasm,0.05,0.12,0.07,140.0,1312.29,1510.49,198.2,15.1,135.41,123.72,-11.69,-8.63,438.6,573.09,134.49,30.66,118.2,123.6,5.4,4.57,100,100,0
Sherbrooke_127Q,cat_n35.qasm,0.05,0.05,0.0,0.0,304.0,326.0,22.0,7.24,34.0,34.0,0.0,0.0,100.0,122.0,22.0,22.0,34.0,34.0,0.0,0.0,100,100,0
Sherbrooke_127Q,cat_n65.qasm,0.07,0.07,0.0,0.0,579.0,624.0,45.0,7.77,64.0,64.0,0.0,0.0,190.0,235.0,45.0,23.68,64.0,64.0,0.0,0.0,100,100,0
Sherbrooke_127Q,cat_state_n22.qasm,0.02,0.02,0.0,0.0,194.0,209.0,15.0,7.73,21.0,21.0,0.0,0.0,66.0,81.0,15.0,22.73,21.0,21.0,0.0,0.0,100,100,0
Sherbrooke_127Q,cat_state_n4.qasm,0.01,0.01,0.0,0.0,23.0,23.0,0.0,0.0,3.0,3.0,0.0,0.0,10.0,10.0,0.0,0.0,3.0,3.0,0.0,0.0,100,100,0
Sherbrooke_127Q,cc_n12.qasm,0.12,0.12,0.0,0.0,227.33,266.47,39.14,17.22,29.89,30.57,0.68,2.28,131.16,151.4,20.24,15.43,28.88,29.88,1.0,3.46,100,100,0
Sherbrooke_127Q,cc_n32.qasm,0.35,0.44,0.09,25.71,765.92,652.59,-113.33,-14.8,107.72,66.16,-41.56,-38.58,417.8,362.57,-55.23,-13.22,96.42,66.16,-30.26,-31.38,100,100,0
Sherbrooke_127Q,cc_n64.qasm,1.09,1.92,0.83,76.15,1819.02,1272.04,-546.98,-30.07,268.03,122.0,-146.03,-54.48,925.15,698.96,-226.19,-24.45,215.64,122.0,-93.64,-43.42,100,100,0
Sherbrooke_127Q,deutsch_n2.qasm,0.01,0.01,0.0,0.0,17.0,15.0,-2.0,-11.76,1.0,1.0,0.0,0.0,12.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,100,100,0
Sherbrooke_127Q,dnn_n16.qasm,0.06,0.04,-0.02,-33.33,1312.11,1529.5,217.39,16.57,165.38,164.51,-0.87,-0.53,165.32,187.52,22.2,13.43,35.91,34.93,-0.98,-2.73,100,100,0
Sherbrooke_127Q,dnn_n2.qasm,0.01,0.01,0.0,0.0,37.0,42.0,5.0,13.51,3.0,3.0,0.0,0.0,21.0,24.0,3.0,14.29,3.0,3.0,0.0,0.0,100,100,0
Sherbrooke_127Q,dnn_n33.qasm,0.1,0.07,-0.03,-30.0,2136.03,2805.03,669.0,31.32,309.56,365.11,55.55,17.94,673.18,841.97,168.79,25.07,162.2,187.55,25.35,15.63,100,100,0
Sherbrooke_127Q,dnn_n51.qasm,0.19,0.12,-0.07,-36.84,3747.06,5013.15,1266.09,33.79,560.99,674.88,113.89,20.3,1132.19,1423.22,291.03,25.71,279.63,326.01,46.38,16.59,100,100,0
Sherbrooke_127Q,dnn_n8.qasm,0.03,0.02,-0.01,-33.33,801.46,933.46,132.0,16.47,108.55,108.97,0.42,0.39,163.17,183.07,19.9,12.2,34.93,35.61,0.68,1.95,100,100,0
Sherbrooke_127Q,error_correctiond3_n5.qasm,0.02,0.02,0.0,0.0,283.83,314.13,30.3,10.68,46.66,44.03,-2.63,-5.64,153.7,185.03,31.33,20.38,42.44,41.01,-1.43,-3.37,100,100,0
Sherbrooke_127Q,fredkin_n3.qasm,0.01,0.01,0.0,0.0,95.08,96.52,1.44,1.51,12.92,12.88,-0.04,-0.31,55.84,55.68,-0.16,-0.29,12.92,12.88,-0.04,-0.31,100,100,0
Sherbrooke_127Q,gcm_h6.qasm,0.18,0.1,-0.08,-44.44,5637.25,6115.4,478.15,8.48,856.99,780.24,-76.75,-8.96,3519.67,3737.34,217.67,6.18,848.75,731.51,-117.24,-13.81,100,100,0
